放白眉大侠	FilmTele-Play
经济类的天津人民广播电台经济台现在收听一下吧	Radio-Listen
播放动漫英雄再来的全部剧集按顺序播放	Video-Play
我想看一个比较轻松快乐的美剧	FilmTele-Play
想搜索火箭少女101在2019年12月31日参加的湖南卫视跨年演唱会的视频	Video-Play
让洗衣机开始脱水吧	HomeAppliance-Control
麻烦找到去新华第二小学的路	Travel-Query
三生三世枕上书第二十集给我播放一下呢	FilmTele-Play
播放吹打乐丰收锣鼓庆祝一下	Music-Play
是不是现在能立刻给我播放一下迪丽热巴新剧的第一集	FilmTele-Play
放葫芦兄弟精彩合集给小孩看	Video-Play
来收听一下频率是八八点七的中国国际广播电台吧	Radio-Listen
关于三国的歌曲随机来一个吧	Music-Play
查询明天广州会持续降雨吗	Weather-Query
查询播放周四长春是阴天吗	Weather-Query
我需要听一个频率是一零零点六的宜昌经济台呢	Radio-Listen
5月09日发生的八旬老人破世界纪录的新闻视频给我回放下吧我想看	Video-Play
提示我明天中午12点蒸米饭	Alarm-Update
农历的哪天是圣瓦伦丁节	Calendar-Query
现在请给我放从威的电台节目挪威森林	Radio-Listen
下午山西有雨吗	Weather-Query
调个60年代的藏语歌曲吧	Music-Play
听听无锡都市生活广播的名医零距离在FM88点1	Radio-Listen
请帮我找个正放五典坡的曲艺电台听	Radio-Listen
放一下一本不说话的书这个故事吧	Audio-Play
给我找宫崎骏的采访视频	Video-Play
给我导航去广州的高速路线	Travel-Query
建军节是什么时候	Calendar-Query
查询宁波明天紫外线会偏高吗	Weather-Query
能不能继续播放我上次看的如懿传呢	FilmTele-Play
薛之谦的专辑里的歌随机放一个可以吗	Music-Play
今年的国庆节是周几请立即告诉我	Calendar-Query
陈奕迅一首歌一个故事里面的歌曲随机来一首	Music-Play
播放中央人民广播电台的华夏之声	Radio-Listen
帮我播放一部现代的偶像剧良辰美景好时光	FilmTele-Play
跟我说说明天山东北部紫外线指数怎么样	Weather-Query
独步天下播放一下接上回啊	FilmTele-Play
张学友90年代专辑真爱里面的歌曲随机来一个听吧	Music-Play
FM96点4如歌的岁月请帮我播放一下	Radio-Listen
单曲循环播放潘玮柏的反转地球	Music-Play
看一看建党节是星期几	Calendar-Query
播放大陆片外交风云，这个剧把六十年代的外交历史形象的演绎出来了	FilmTele-Play
忏悔节是星期几	Calendar-Query
循环收听频率是九三点九的山东人民电台经济频道	Radio-Listen
开一下儿童房的灯	HomeAppliance-Control
帮我查一下到上海的飞机票	Travel-Query
能不能把杨幂的暴风眼播放出来	FilmTele-Play
就播黄晓明主演的神雕侠侣	FilmTele-Play
成都电台文化休闲频道在FM94点6呢给调过去	Radio-Listen
你给我查查明天有合肥去广州的火车吗	Travel-Query
1点5倍速播放一下唐国强演的东方	FilmTele-Play
给我回放2014年巴西世界杯闭幕式	Video-Play
4月27号是星期几	Calendar-Query
帮我定一个今天下午3点追剧的闹钟。	Alarm-Update
我想听一个2011年的英文歌	Music-Play
你不用通知我了在明天9点的时候	Alarm-Update
查看上周日海南岛天气如何	Weather-Query
能不能帮我取消3月12号去上班的提醒	Alarm-Update
我想看2020年谍战电视剧隐秘而伟大第五集的花絮	Video-Play
请循环收听频率是八七点六的评书连播	Radio-Listen
删除闹钟周日晚上9点那个	Alarm-Update
放一个梁静茹演唱会唱歌的视频	Video-Play
点播陕西都市广播的新闻陕西新闻	Radio-Listen
怎么到西安交通大学啊	Travel-Query
刘亦菲的电影的幕后花絮给我找一个	Video-Play
有没有日本恐怖片，找一个播放	FilmTele-Play
按照时间顺序播放百变马丁的相关视频	Video-Play
我5月10号的两个日程取消掉吧	Alarm-Update
2021年在中国播出的亲爱的柠檬先生的介绍视频帮我播放吧	Video-Play
我需要看一部唐嫣的仙剑三呢	FilmTele-Play
兰州2月1日会下雨吗	Weather-Query
南平人民广播电台93点9的节目帮我播放一下	Radio-Listen
我想让浴室通下风，帮我让浴霸切换到吹风模式	HomeAppliance-Control
我想知道七十年代左右的沈腾主演的喜剧都有哪些	FilmTele-Play
帮我查看中国传统节日春节是农历多少号啊	Calendar-Query
去往深圳的普快是13点的吗	Travel-Query
随机播放一首00年代的英文歌。	Music-Play
我要看一下从杭州去苏州的硬座。	Travel-Query
蒋雯丽演的正阳门下小女人我要看马上放	FilmTele-Play
查询这两天四川气温	Weather-Query
查询未来一周珠海天气状况	Weather-Query
能否给我一条步行去球场的路线	Travel-Query
告诉我长沙明天温度有29度吗	Weather-Query
轻柔曲调的老歌随机来一首吧	Music-Play
张娜拉的韩语歌随机来一首吧	Music-Play
查下还有去陕西哪里的高铁	Travel-Query
放一首想去海边让我高兴一下来回放	Music-Play
找一下中央广播电台的经济之声	Radio-Listen
关闭空气净化器	HomeAppliance-Control
帮我看一下惊蛰是星期几	Calendar-Query
2021年五月天唱歌的视频找一个出来	Video-Play
9号上午10点多跟朋友去爬山，帮我定一个闹钟吧。	Alarm-Update
把烤箱关了。	HomeAppliance-Control
来一首吉他弹唱的歌吧	Music-Play
后天是周六么	Calendar-Query
室内有点闷热，帮我把风扇打开吧	HomeAppliance-Control
帮我把窗帘打开好吗	HomeAppliance-Control
农历的9月12是几月几号	Calendar-Query
给我再一次播放2011年羽毛球世锦赛林丹对盖德的男单半决赛的视频	Video-Play
尽快设置个周末早上9点去串亲戚的闹钟。	Alarm-Update
给我找下2008年雅典奥运会刘翔12秒91的破纪录视频	Video-Play
我想把卧室的床头灯调到柔和光	HomeAppliance-Control
长歌行里面萨顶顶唱的那首歌播放一下呗	Music-Play
关闭屋内所有水龙头	HomeAppliance-Control
30号上午9点去天安门的闹钟快点定一下。	Alarm-Update
今天长春是不是有暴雪啊	Weather-Query
告诉我明天是什么节假日吗	Calendar-Query
给我搜索一下游泳世锦赛孙杨400米自由泳击败霍顿的比赛视频	Video-Play
李佳琦最新一期直播帮我找一下	Video-Play
今天是星期几啊	Calendar-Query
是不是能够查询一下飞泰国的飞机是今天的吗	Travel-Query
小米11 uitra的开箱视频找一下	Video-Play
循环播放近一周的乌鲁木齐降雨情况	Weather-Query
21号早上别忘了提醒我参加书法活动	Alarm-Update
想了一下还是听浙江人民电台的新闻快报	Radio-Listen
后天台湾会下雨吗	Weather-Query
除夕在几月几号呀	Calendar-Query
能不能直接来一首2000年的浪漫情歌	Music-Play
播一个晚上零点30更新的国产动漫	Video-Play
你可以唱一个西班牙语歌曲给我听一下	Music-Play
我能不能来一部去年的偶像剧呢	FilmTele-Play
你是不能收听一下频率是一零五点零的表白墙电台啊	Radio-Listen
随机来首2009年的英文歌吧	Music-Play
三峡的空气质量是良好吗	Weather-Query
给我订一张今天15点30分飞悉尼的飞机票能订吗	Travel-Query
我想看去年上映的泳者孙杨这部纪录片	Video-Play
快点查询农历5月12是7月3日还是7月4日啊	Calendar-Query
把电饭煲调为保温模式。	HomeAppliance-Control
帮忙查下日历大后天究竟是礼拜几呢	Calendar-Query
能播放一个喜剧吗，就武林外传吧	FilmTele-Play
周迅出演的风声给我找一下	FilmTele-Play
新建一个明天早上的提醒	Alarm-Update
我想看一个今年上线的刘涛演的电视剧呢	FilmTele-Play
给我来一个陈乔恩4月17日拍摄封面的花絮视频	Video-Play
韩国电影徐福的介绍视频帮我找一下	Video-Play
沈阳会刮台风吗	Weather-Query
这周六有雨没有，我想出去郊游	Weather-Query
帮我把5月10号下午3点的那个提醒取消	Alarm-Update
请不要把5月6号上午的备忘录全部删除	Alarm-Update
母亲节是在今年的几月几号？	Calendar-Query
给我找到凉凉的钢琴版播放	Music-Play
查询6月1日是劳动节还是儿童节啊	Calendar-Query
郑容和的和.唱 STAY IN TOUCH里面的歌随机来一首吧	Music-Play
2021年易烊千玺拍摄送你一朵小红花的现场花絮还能找到吗	Video-Play
蒸烤箱切换到除垢模式吧，清洁一下	HomeAppliance-Control
找几个周杰伦演唱会唱歌的视频来看	Video-Play
你能给我收听一下频率是一零五点七的大连体育吗	Radio-Listen
我想看2019年男篮世界杯	Video-Play
持续播报五月杭州湿度变化	Weather-Query
把风速调至最大空调风速10啊	HomeAppliance-Control
我需要快点查查7月5日是星期几	Calendar-Query
播放任同祥吹奏的李二嫂改嫁	Music-Play
剑桥去伦敦除了可以坐火车还可以坐汽车吗？	Travel-Query
能不能搜一下王牌对王牌这个节目	Video-Play
我想听刘德华唱的忘情水	Music-Play
给我打开5月24日集齐所有火箭筒吃鸡的游戏视频	Video-Play
阿拉伯语言的歌曲随机来一首可以不	Music-Play
我想知道清明节是星期几	Calendar-Query
上海飞往悉尼的航班哪天有票	Travel-Query
我想要知道佛山开来的大巴是下午2点的吗	Travel-Query
2月24日发生的C罗继续改写纪录这个新闻视频我想看	Video-Play
可以让洗衣机暂停漂洗吗	HomeAppliance-Control
今年的周几是火把节	Calendar-Query
明天太原是不是沙尘天气呢	Weather-Query
查找电影老炮儿许晴cut	Video-Play
宁波明天会不会有雨	Weather-Query
给播放小猪佩奇的第三十九集的花絮	Video-Play
设置后天上午10点给孩子吃米粉的闹钟。	Alarm-Update
给我放一下频率是一零二点六的翻译电台	Radio-Listen
下个星期二太原是否会下暴雨？	Weather-Query
查询上海昨天紫外线怎么样	Weather-Query
帮我把空调温度开高点吧	HomeAppliance-Control
建一个五月一号下午十点的闹钟	Alarm-Update
帮我把冰箱冷藏室调到5档好吗	HomeAppliance-Control
大声告诉我上海飞广州的飞机是15点的吗	Travel-Query
频率是九六点二的宝山电台收听给我听听吧	Radio-Listen
随便找一个玄幻剧播放最后一集	FilmTele-Play
王者荣耀KPL比赛的视频播一下	Video-Play
6点55了我要看早间天气预报	TVProgram-Play
查询未来一周会持续降雨吗	Weather-Query
像风一样可以单曲循环不	Music-Play
查询播放未来一周济南天气状况	Weather-Query
23:00提醒我放下手机这个提醒改为每天提醒	Alarm-Update
查询大理明天的穿衣指数	Weather-Query
帮我找在上海王俊凯出席新品发布会的视频	Video-Play
明年的宋干节是几月几号	Calendar-Query
我想要听腐草为萤里的歌，挨着个儿播放就行	Music-Play
定一个3月8号上午9点10分在淘宝领取优惠券的闹钟。	Alarm-Update
查下日历今天是哪个节假日	Calendar-Query
我想你继续收听晓月主持的经济之声	Radio-Listen
石家庄是不是正在下大雨	Weather-Query
后天晚上8点提醒我登陆快手	Alarm-Update
火把节是什么时候	Calendar-Query
能不能现在就把音响关掉，我想睡觉	HomeAppliance-Control
FM92点4海上戏剧麻烦帮我找一下	Radio-Listen
我需要收听玉蕾主持的蕾丝飘纯木	Radio-Listen
新疆的昼夜温差大吗	Weather-Query
记得提醒我在6月10号去机场接我妈妈	Alarm-Update
查一下6月24日是星期几	Calendar-Query
是否可以帮我查看一下建党节是7月1日吗	Calendar-Query
明天早上7点40出门上班的提醒设一下。	Alarm-Update
查询近期双鸭山湿度是否属于挺高	Weather-Query
今年的成人节是什么时候	Calendar-Query
给我继续来播放一下海王吧	FilmTele-Play
帮我把电饭煲开启保温功能吧	HomeAppliance-Control
单曲循环修炼爱情	Music-Play
5月4日发生的青春有你倒牛奶事件的视频找一下	Video-Play
记得提醒我早上7点送孩子上学	Alarm-Update
马伊琍演的旗袍美探给我搜下	FilmTele-Play
给我把福建新闻广播找出来新闻台的	Radio-Listen
什么时候高考啊，那天是初几	Calendar-Query
告诉我什么时候是寒衣节	Calendar-Query
定一个后天下午2点洗衣服的闹钟。	Alarm-Update
唱一首欢快的日语歌曲吧	Music-Play
给我来一个美国纪录片鸟瞰美国	Video-Play
想做个披萨吃，可以帮我把蒸烤箱切换到披萨模式不	HomeAppliance-Control
是不是能播放黄晓明的仙侠剧	FilmTele-Play
关闭阳台的太阳能热水器。	HomeAppliance-Control
回家红绿灯最少的路线应该怎么走	Travel-Query
那请你帮我设定4号早上10点去买房的闹钟。	Alarm-Update
循环收听经济类的苏州经济台	Radio-Listen
找一个赵尧珂2021年新上线的电视剧看看	FilmTele-Play
可以帮我把冰箱变温抽屉调成冷鲜模式吗	HomeAppliance-Control
看看后天10点去深圳的G211高铁票还有吗	Travel-Query
我要听广场舞神曲荷塘月色	Music-Play
5月20号是星期几	Calendar-Query
请收听频率是八九点七的江苏人民广播电台音乐台	Radio-Listen
我想知道下星期三是几月几日	Calendar-Query
临沂这两天有没有东南风	Weather-Query
看看5月15日的中央综艺有什么好看的节目	TVProgram-Play
今年的花山节是农历的哪天	Calendar-Query
看下怎么去厦门高铁站	Travel-Query
将50分钟之后提醒我回学校打卡的提醒删除	Alarm-Update
12月24日是什么节日	Calendar-Query
法语歌立刻随机来一首吧	Music-Play
能不能单曲循环凤凰传奇的歌	Music-Play
帮我在收音机上打个评书听听	HomeAppliance-Control
告诉我知道农历的几月几号是元宵节啊	Calendar-Query
我想看而要创造今年讲解贪吃蛇大作战的视频	Video-Play
把闹钟成每天晚上11点	Alarm-Update
随便播一个2021年晚上17点更新的动漫	Video-Play
张艺兴主演的老九门我想看	FilmTele-Play
小月杨宇的新闻盘点是7点到8点吧调过去	Radio-Listen
麻烦播放一下央视网的经山历海	FilmTele-Play
将热水器温度调为38摄氏度	HomeAppliance-Control
现在去故宫怎么走快	Travel-Query
导航从长沙到北京的路线	Travel-Query
能帮我骑车去单位应该怎么走	Travel-Query
想做西式烤羊排，让蒸烤箱先预热到200度吧	HomeAppliance-Control
这周日北京的空气质量如何	Weather-Query
频率是九八点四的人民电台给我收听一下呢	Radio-Listen
今天石家庄会刮风吗	Weather-Query
看抬头有星光的第35集继续给我播放	FilmTele-Play
能否快点查查10月19日是阴历多少	Calendar-Query
定一个后天早上8点多参加公司展会的闹钟。	Alarm-Update
开启电饭煲保温模式	HomeAppliance-Control
给我放一下成龙电影的幕后花絮吧	Video-Play
请播放怀旧电视剧武林外传	FilmTele-Play
帮我看看明年中秋节是什么时候	Calendar-Query
我想知道未来5天温度能否升高	Weather-Query
我希望找到关于奇迹文学类的综艺观看	Video-Play
下周一可以穿短袖吗	Weather-Query
收音乐类的天津人民广播电台音乐台给我听	Radio-Listen
你好，立即为我续播长歌行	FilmTele-Play
播放推理片摩天大楼	FilmTele-Play
难得想听一首古琴创作的音乐，在歌单里顺序播放	Music-Play
不要在10个小时之后提醒我起床	Alarm-Update
我想看有关鲁班七号这个英雄的王者荣耀直播	Video-Play
在下午两点半喊我起来	Alarm-Update
继续看美国那个90年代的电影	FilmTele-Play
设置一个后天上午10点去理发店剪头发的闹钟	Alarm-Update
李易峰唐嫣杨洋版本的盗墓笔记帮我2倍速播放	FilmTele-Play
频率是一零六点八的天津人民广播电台交通台给我收听下吧	Radio-Listen
能看一个去年的鬼片电影吗	FilmTele-Play
不要忘记提醒我明天17点买蓝莓吃	Alarm-Update
中央空调切换到净化功能可以吗	HomeAppliance-Control
走哪条路从公司去学校才方便呢	Travel-Query
以后每天10点叫我画画	Alarm-Update
能不能给我来一个露娜极限反杀的游戏讲解视频	Video-Play
帮我开下电视可以不可以	HomeAppliance-Control
很想看越南的电影预告片随便播一个给我	Video-Play
查下劳动节是农历几号	Calendar-Query
明天北方刮北风吗	Weather-Query
请问12月31日去西安的火车票价格是多少。	Travel-Query
放一个单依晨2020年在中国好声音里唱歌的视频	Video-Play
放河北音乐广播的雕刻时光	Radio-Listen
帮我看看6月19日是农历几月几号	Calendar-Query
教育类的广东人民广播电台教育之声收听一下	Radio-Listen
你要在明天八点提前叫我剪头发	Alarm-Update
马上给我建备忘录明天早上40分提醒我拍照 	Alarm-Update
我想看下张大仙直播大小姐孙尚香急速翻滚飘逸秀走位的直播	Video-Play
明天海南的紫外线指数多少	Weather-Query
查询明天香港紫外线指数	Weather-Query
给我们找个益智类动画看呀	Video-Play
REVISIT里面的歌曲随机来一首吧，张国荣的	Music-Play
我想听北京广播电台王珂的迷幻之声	Radio-Listen
周四几级风能出门不	Weather-Query
我想听肖战的余年帮我播放一下	Music-Play
即刻查询长沙到保定的卧铺票	Travel-Query
放一个关于动物的韩国纪录片	Video-Play
清明节是几月几号	Calendar-Query
现在请收听中国之声，方明主持的	Radio-Listen
播一个晚上19点更新的国产动漫	Video-Play
我要单曲循环我最喜欢的一首英文歌Let it go。	Music-Play
打开电动牙刷	HomeAppliance-Control
今天凌晨有雨，白天的空气质量怎么样	Weather-Query
明天爱丁堡湿度正常吗	Weather-Query
看眼上个月29号是星期几	Calendar-Query
回放上星期五晚上芒果TV的快乐大本营	Video-Play
我想你给我来一部去年大火的电视剧隐秘的角落	FilmTele-Play
你随便找一首许嵩的前期的歌给我听听吧	Music-Play
能不能给我放一下长歌行的第32集呀	FilmTele-Play
设置后天晚上8点去看话剧的闹钟。	Alarm-Update
播放一下4月18日英雄联盟比赛的视频	Video-Play
空调风速还可以快一点吧	HomeAppliance-Control
今年的诺鲁孜节是什么时候	Calendar-Query
空调风速调至百分之42	HomeAppliance-Control
播一个晚上22点更新的国产动漫	Video-Play
请将空调风调大再调大	HomeAppliance-Control
把空调调的高一点温度太低了	HomeAppliance-Control
大陆拍的哪吒重生给我放一下	FilmTele-Play
查一下今天适不适合出海	Weather-Query
周五是中秋吗	Calendar-Query
放安欣主持的孤独常伴	Radio-Listen
银川1月8号有雨吗	Weather-Query
查找去五道口的路线	Travel-Query
告诉我昨天是周几	Calendar-Query
时间有点赶，帮我把洗衣机切换到快洗15分钟吧	HomeAppliance-Control
星期几是蔵历元旦	Calendar-Query
在下午四点告诉我要接客户谈生意	Alarm-Update
5月25号的王者荣耀比赛视频给我放一下	Video-Play
我看了一下8号上海报的会有大雨	Weather-Query
请把去客运站的最短路线告诉我一下	Travel-Query
现在我要查看阴历9月10是阳历几号	Calendar-Query
立即搜索长春紫外线指数	Weather-Query
听赵英俊的送你一朵小红花	Music-Play
快帮我把温度调成26吧	HomeAppliance-Control
济南这几天的空气质量如何	Weather-Query
我想找一下姚明在NBA打篮球的视频	Video-Play
新闻类的孝感电台新闻台能收听吗	Radio-Listen
搜到咸阳人民广播电台胡仙播的胖哥谝车	Radio-Listen
继续放闻天的老年的生活	Radio-Listen
给我随便找几个王者荣耀的比赛视频来看看	Video-Play
给我播放2012年国外纪录片神秘阿拉伯	Video-Play
贾玲今年上映的电影给我播放一下	FilmTele-Play
查询邯郸明天是阴天还是雨天	Weather-Query
给我查一查今年的国庆节是星期5吗	Calendar-Query
给我播放一个百集文献纪录片山河岁月的第三集湘江北去	Video-Play
听新闻吧，打开中国之声频道的新闻联播	Radio-Listen
随机播放畅销榜单里的歌	Music-Play
驾车到罗湖口岸怎走	Travel-Query
现在帮我建一个备忘录1月1号参加发小婚礼	Alarm-Update
农历的哪天是新米节	Calendar-Query
立即回答我星期二是几号呢	Calendar-Query
30分钟后给我把电饭煲关闭。	HomeAppliance-Control
到荆州下午3点的火车票还有吗	Travel-Query
后天杭州会下雨吗	Weather-Query
周几是开斋节	Calendar-Query
搜索下中国的阴历2月初2是什么节日呢	Calendar-Query
找一下刘翔的跨栏比赛视频，我想看	Video-Play
水浸传感器现在不需要关上	HomeAppliance-Control
后天是礼拜几了	Calendar-Query
今年的敬老节是几月几号	Calendar-Query
能找一个赵薇90年代的剧播放吗	FilmTele-Play
洗碗机自动杀菌	HomeAppliance-Control
调到广播之声看看现在播什么	Radio-Listen
上周日香港刮风了吗	Weather-Query
给我把空调的温度调低一点	HomeAppliance-Control
给我定一个每月26号还借呗的提醒	Alarm-Update
单曲循环相亲相爱一家人	Music-Play
明天武汉会下雨吗	Weather-Query
我想看修罗剑尊上周五更新的那一集	Video-Play
中央空调风速再调大点可不可以呀	HomeAppliance-Control
赶快给我订几张去合肥的经济舱机票呀	Travel-Query
有点像听90年代的古典歌曲呢	Music-Play
查下查下中国传统节日元宵节是多少号啊	Calendar-Query
快速查询几月几号是劳动节	Calendar-Query
我要到贵州遵义景区怎么走	Travel-Query
从厦门到首尔的飞机需要多久。	Travel-Query
开往北京的复兴号今天有票吗	Travel-Query
删除我所有的备忘录，包括10月1号和10月7号	Alarm-Update
立刻请你告诉我知道中秋节到底是不是星期二	Calendar-Query
设定1号带孩子去动物园的闹钟	Alarm-Update
定一个今天21:50的闹钟	Alarm-Update
我现在想看郭德纲的相声视频	Video-Play
现在帮我将明天下午所有的闹钟打开	Alarm-Update
帮我播放王者荣耀第一李白2160巅峰赛情况	Video-Play
FM94点0的五星体育广播拨过去听听	Radio-Listen
真的特别想听韩语的不得不爱	Music-Play
端午节是农历的哪天	Calendar-Query
帮我放一首听了就想笑的日语歌给我听好吗	Music-Play
2022年3月29号建立提醒宽带续费	Alarm-Update
我很想知道中秋节是农历几号	Calendar-Query
播放5月19日王者荣耀2021季中冠军赛对抗赛的视频	Video-Play
全屋杀菌模式给我打开	HomeAppliance-Control
在3月26号记得提醒我买手机	Alarm-Update
5月12号建立提醒对妈妈说我爱你	Alarm-Update
丽江到昆明可以坐火车去吗？	Travel-Query
我想看76版的西游记可以吗	FilmTele-Play
请问5月5日去合肥最便宜的汽车是哪一趟。	Travel-Query
创建6号中午12点请朋友吃饭的提醒。	Alarm-Update
我想看18年上的电影无名之辈	FilmTele-Play
播一下悬疑的深夜小茶馆这个节目	Video-Play
快看看后天有沧州开往石家庄的大巴吗	Travel-Query
查下看看我们中国传统节日元宵节是农历多少号啊	Calendar-Query
麻烦帮我看看骑车去超级市场的线路	Travel-Query
周杰伦新出的专辑听下呢	Music-Play
平安夜那天是农历几月份	Calendar-Query
帮我创建这个月8号上午10点参加品牌活动的闹铃。	Alarm-Update
能帮我播放音乐之声吗	Radio-Listen
想用电饭煲蒸鱼，帮我把电饭煲切换到蒸煮模式吧	HomeAppliance-Control
查找国产动漫非人哉	Video-Play
我想听录音，帮我开一下录音机	HomeAppliance-Control
明天台湾有台风吗	Weather-Query
提醒我今天把冰箱里的肉拿出来	Alarm-Update
新龙门客栈这部由张曼玉和林青霞主演的电影请在周一傍晚六点播出。	FilmTele-Play
5月的几号是母亲节	Calendar-Query
福州去往拉萨的动车今天有吗	Travel-Query
下周一泰山的天气适合爬山吗	Weather-Query
鄱阳湖明天不会下雨吧	Weather-Query
暖风温度弄低空调的	HomeAppliance-Control
上海飞往广州的机票还有几张	Travel-Query
收听频率是一零五点二的常州经济广播电台	Radio-Listen
给我放一下梓君主持的水晶盒故事	Radio-Listen
可以告诉我今天有郑州飞来的飞机不	Travel-Query
设定一个下午4点寄快递的日程	Alarm-Update
5点通知我去伯父家喊我伯父来我家吃饭	Alarm-Update
换到FM87.6我要听北京人民广播电台文艺台的广播	Radio-Listen
现在取消明天9点的那个提醒	Alarm-Update
今天晚上7点去商场门口摆地摊的闹钟设定一下。	Alarm-Update
天黑了，加湿器开成夜间模式吧	HomeAppliance-Control
不用在20号通知我收手机了	Alarm-Update
等十分钟后告诉我要去超市买奶茶	Alarm-Update
今明两天大理的空气质量好不好	Weather-Query
我要听小说俄语版的威尼斯商人	Audio-Play
能不能随便来一首贝多芬的钢琴曲给我啊	Music-Play
播放笛子名曲春耕时节	Music-Play
周末上午10点左右跟朋友去植物园游玩的备忘录设定一下。	Alarm-Update
八点四十上英语定上闹钟	Alarm-Update
调到吴勇的交通新闻	Radio-Listen
随机来一首上世纪的钢琴曲吧	Music-Play
给我调到浙江人民电台的新闻快报	Radio-Listen
自驾车去青岛的路线有几条啊	Travel-Query
天气寒冷时将室内空调温度调为30摄氏	HomeAppliance-Control
早上八点去山海关的火车票还有吗	Travel-Query
我要去王府井，马上为我导航	Travel-Query
今年的贾玲的电影你好李焕英现在给我播放	FilmTele-Play
太原近期沙尘暴天气多吗	Weather-Query
我要到武汉大学正门怎么走	Travel-Query
我想看去年12月4日上映哥德眼中最美的城市	Video-Play
点播李安21世纪初拍的美国影片断背山	FilmTele-Play
十一内蒙有雪没有啊	Weather-Query
我需要制定周六晚上7点40分做健身操的行程。	Alarm-Update
有没有花粥的新歌啊	Music-Play
请让我知道布达佩斯飞来的客机是哪天到呢	Travel-Query
教师节是农历的哪天	Calendar-Query
随便来一首中国新说唱里的歌儿	Music-Play
能找到动漫版的白蛇传吧给我放一下	Video-Play
给我播放一个英国的历史片可以吗	FilmTele-Play
你帮我记一下7点叫我看电视	Alarm-Update
春节是在哪个月	Calendar-Query
青岛到广州的高铁是几点的呢	Travel-Query
给我调高健身房空调的温度	HomeAppliance-Control
给我播一个喜剧电影羞羞的铁拳吧	FilmTele-Play
孤独这首歌可以单曲循环一下啊	Music-Play
请播放马思唯的崂山道士。	Music-Play
2点了CCTV13新闻正在播放新闻直播间吗看下	TVProgram-Play
让你播放八爪鱼绘画的相关视频呢啊	Video-Play
周末上午8点陪孩子上网课的行程帮我设定下。	Alarm-Update
马上查查星期四是农历多少号呀	Calendar-Query
快点订三张明天早上沈阳飞广州的机票	Travel-Query
麻烦你每天9点喊我睡觉	Alarm-Update
2020年上映的拆弹专家播给我	FilmTele-Play
书房静音模式开启	HomeAppliance-Control
昨天丽江下雨了吗	Weather-Query
什么时候是仲夏节	Calendar-Query
我要听萨顶顶唱的万物生。	Music-Play
看会儿大唐女法医	FilmTele-Play
请播放号手就位这部李璐和张寒冰导演的电视剧。	FilmTele-Play
能给我找一首2020年发行的欢快歌曲播放么	Music-Play
帮我选一首归一里的歌曲听听	Music-Play
查询重庆会有大暴雨吗	Weather-Query
马上查询能不能订一张去佳木斯的机票	Travel-Query
给我找到新闻台的重庆之声	Radio-Listen
请循环收听郭静的多远都要在一起	Radio-Listen
让风速最高到4就行	HomeAppliance-Control
你能找一个内地拍的神话剧看会吗古代的特效好点的	FilmTele-Play
找因为爱情有幸福并播放	FilmTele-Play
可以帮我把空调调到22度吗	HomeAppliance-Control
林依轮淘宝直播帮我找一下	Video-Play
现在定一个后天5点的闹钟	Alarm-Update
看一下明天穿什么合适	Weather-Query
给我打开一下烟雾警报器	HomeAppliance-Control
收听频率是一零一点一的山东人民广播电台交通音乐之声	Radio-Listen
明天公主岭降水量能到多少	Weather-Query
快去查查飞往海口的航班哪天有票	Travel-Query
我需要你来一首2021年最火爆的古典音乐给我听呢	Music-Play
10点10分建立提醒喝中药	Alarm-Update
查询后天兰州会出现降雨吗	Weather-Query
赶快给我播放曾国祥的少年的你	FilmTele-Play
随便放一个郑绪兰的歌儿	Music-Play
我要去金阳客车站给我找条路	Travel-Query
美国电影信条的预告片给我播放一下	Video-Play
戏剧类的海上戏剧给我收听一下可以吗	Radio-Listen
杨幂的推理剧可以给我看一个吗	FilmTele-Play
播放娄艺潇主演的爱情公寓第二集	FilmTele-Play
唱几首贾斯汀比伯的英文歌吧	Music-Play
打开宠物喂食器，让它2小时后自动喂食	HomeAppliance-Control
可以告诉我下冷藏室现在温度多少吗	HomeAppliance-Control
赶紧给告诉我怎样才能骑车去工业园呢	Travel-Query
播放一个不知火CG视频	Video-Play
99点1大连财经可以给我播放吗	Radio-Listen
帮我查一下16点有青岛去济南的火车吗	Travel-Query
我想看一会李敏镐拍的韩国的电视剧呢	FilmTele-Play
放一首周深的大鱼听一听	Music-Play
你是不是能播放一首比较小清新的歌曲呀	Music-Play
10天后是几月几日	Calendar-Query
我想听张信哲的过火	Music-Play
设置凌晨2点给宝宝喂奶粉的闹钟	Alarm-Update
看今晚的快乐大本营	Video-Play
我想看2014年最火的歌曲小苹果的音乐视频	Video-Play
驾车往中关村第五街怎么开	Travel-Query
你帮我设定个周三上午10点论文答辩的闹钟。	Alarm-Update
一定要在明天早上8点叫我哦	Alarm-Update
快一点告诉我去往咸宁的动车今天有吗	Travel-Query
郎朗人气最高的曲子你可以播放一下不	Music-Play
马上查查1月1日是阴历多少	Calendar-Query
请记得提醒我在12:55的时候给大宝贝QQ发消息	Alarm-Update
继续收听新闻类的黄石新闻台	Radio-Listen
记住周五通知我参加小孩子比赛	Alarm-Update
请帮我运算一下十五号是星期几	Calendar-Query
惊蛰是几月几号	Calendar-Query
明天穿毛衣去菏泽冷不冷	Weather-Query
查询一下今天是几月几号	Calendar-Query
请不要在4号下午通知我我要上午通知我	Alarm-Update
水浸传感器关闭	HomeAppliance-Control
